country,date,fatalities,flight_model,location,operator
USA,13-01-1977,5,DC-8-62AF,Anchorage In...,JAL
Kazakhstan,13-01-1977,96,Tupolev Tu-104A,near Alma-Ata Air...,Aeroflot / Far East
Canada,14-01-1977,12,DHC-6 Twin Otter 300,near Terrace Airp...,Northern Thunderbird Air
Sweden,15-01-1977,22,Vickers 838 Viscount,near Stockholm-Br...,"Linjeflyg, lsf Skyline Sweden"
USA,15-01-1977,0,Douglas DC-3-277C,Miami Intern...,Air Sunshine
Turkey,17-01-1977,7,Douglas C-47A (DC-3),SC<tC'C<ler,Turkish AF
Bosnia,18-01-1977,8,Learjet 25B,near Sarajevo Air...,Yugoslav Government
Bolivia,19-01-1977,0,Convair CV-440-86,La China,NEBA
Spain,19-01-1977,11,CASA C-207C (T.7) Azor,near Chiva,Spanish AF
Bolivia,20-01-1977,0,Martin 4-0-4,El Peru,CAMBA
Russia,21-01-1977,8,Antonov An-12BK-PPS,"Krestsy, Nov...",Soviet AF
Bolivia,26-01-1977,0,Douglas C-54D (DC-4),San Borja Ai...,Frigorifico Reyes
Antarctica,29-01-1977,0,DHC-6 Twin Otter 300,Gomez Nunatak,British Antarctic Survey
USA,31-01-1977,1,Chase YC-122C Avitruc,Anchorage In...,TransNorthern Aviation
Bolivia,03-02-1977,0,Convair CV-440-11,near Lagura,Servicio AC)reo San Francisco
Malawi,04-02-1977,,BN-2A-21 Defender,,Malawi Police Force
USA,06-02-1977,0,Ford 5-AT-B Tri-Motor,Las Vegas-Mc...,Grand Canyon Airlines
Indonesia,07-02-1977,,Douglas C-47A (DC-3),Tanjung Sant...,Dirgantara Air Services
Puerto Rico,08-02-1977,0,Curtiss C-46D,near San Juan-Isl...,Aerolineas Argo
Indonesia,09-02-1977,0,Hawker Siddeley HS-748,Ujung Pandan...,Bouraq Indonesia
Argentina,09-02-1977,2,Morane Saulnier (FMA) MS.760 Paris ,Huinca Renan...,Argentine AF
Slovakia,11-02-1977,4,Avia 14T,near Bratislava-I...,CSA
Turkey,13-02-1977,0,DC-9-32,Izmir,THY
Indonesia,14-02-1977,,Douglas C-47A (DC-3),Sumbawa Besa...,National Air Charter
Russia,15-02-1977,77,Ilyushin Il-18V,near Mineralnye V...,Aeroflot / Uzbekistan
Colombia,17-02-1977,0,Douglas C-47B (DC-3),Camanaos,SATENA
USA,21-02-1977,0,Lockheed 18 Lodestar,Truckee Airp...,Private
Belize,22-02-1977,0,BN-2A-8 Islander,Hill Bank,Maya Airways
Germany,28-02-1977,0,Dornier Do 28D-2 Skyservant,Kaufbeuren,German AF
Canada,28-02-1977,4,Douglas C-47A (DC-3),near Salluit Airp...,Survair
Canada,28-02-1977,,Douglas C-47A (DC-3),"Sugluk, QC",Kenn Borek Air
China,??-FEB-1977,,Ilyushin Il-18B,Shenyang Air...,CAAC
Bolivia,??-FEB-1977,,Curtiss C-46D,Espiritu,SAB
Unknown country,??-FEB-1977,,Curtiss C-46A,,Frigorifico Reyes
Yemen,01-03-1977,19,Douglas C-47A (DC-3),near Aden Interna...,Alyemda
Mexico,02-03-1977,5,Douglas C-47 (DC-3),AmatlC!n de Jora,Transportes AC)reos de Nayarit
Italy,03-03-1977,44,Lockheed C-130H Hercules,near Pisa-Arturo ...,Italian AF
USA,04-03-1977,0,Boeing KC-135A Stratotanker,Rome-Griffis...,USAF
Niger,04-03-1977,2,DC-8-63CF,Niamey,ONA
USA,04-03-1977,0,Douglas C-54E (DC-4),Monroe Stati...,Interamerica Air Lease
Russia,06-03-1977,,Antonov An-2TP,,Aeroflot / Yakutsk
Spain,07-03-1977,0,Canadair CL-215,Fuenterrabia,Spanish AF
Switzerland,14-03-1977,0,Boeing 727-256,ZC<rich-Klote...,Iberia
Bolivia,16-03-1977,,IAI Arava 201,,TAM
Japan,17-03-1977,0,Boeing 727-281,Hakodate,All Nippon
Japan,17-03-1977,1,Boeing 727-281,Tokyo,All Nippon
U.K.,17-03-1977,0,Boeing 707-436,Glasgow-Pres...,British Airtours
USA,17-03-1977,0,Douglas DC-3-201A,"near LaBelle, FL",private
Uzbekistan,18-03-1977,2,Antonov An-2R,near Forish,Aeroflot / Uzbekistan
Lebanon,19-03-1977,0,Boeing 727-2F2,Beirut Inter...,THY
Australia,22-03-1977,0,Boeing 707,Perth Airpor...,Singapore Airlines
U.S. Virgin Isl.,25-03-1977,0,Douglas C-53-DO (DC-3),St. Thomas,Island Traders
Spain,27-03-1977,335,Boeing 747-121,Tenerife-Nor...,Pan Am
Spain,27-03-1977,248,Boeing 747-206B,Tenerife-Nor...,KLM
USA,28-03-1977,0,Douglas C-47A (DC-3),Chicago-O'Ha...,"Pinehurst Airlines, op.for Emery Worldwide"
Indonesia,29-03-1977,13,DHC-6 Twin Otter 300,Bainaha Valley,Merpati Nusantara
Ukraine,30-03-1977,8,Yakovlev Yak-40,near Zhdanov Airp...,Aeroflot / Ukraine
Philippines,31-03-1977,8,Douglas DC-3-217B,near Sanga-Sanga,Swiftair
Canada,31-03-1977,0,Lockheed L-188C Electra,CFB Summersi...,Nordair
Canada,31-03-1977,3,Canadair CP-107 Argus Mk.2,CFB Summersi...,Canadian Armed Forces
Gabon,02-04-1977,8,Tupolev Tu-134A,Libreville A...,Aviogenex
USA,03-04-1977,4,Dassault Falcon 10,"near Denver, CO",Mountain Bell Telephone
USA,04-04-1977,5,T-39D Sabreliner,"near San Diego, CA",US Navy
USA,04-04-1977,63+ 9,DC-9-31,"New Hope, GA",Southern Airways
Russia,05-04-1977,6,Ilyushin Il-14FKM,"near Penek, Chuly...",Aeroflot / West Siberia
India,05-04-1977,10,Douglas C-47A (DC-3),"Edavlli, Pra...",National Remote Sensing Agency
Japan,06-04-1977,1,Shin Meiwa PS-1,near Iwakuni MCAS,Japanese Navy
USA,09-04-1977,0,Convair CV-240-0,"Hyannis, MA",American Velodur Metal
USA,09-04-1977,3,Nord 262A-27,near Reading Muni...,Altair Airlines
Colombia,10-04-1977,35,Douglas DC-3A-438,Saliente del...,El Venado
Canada,11-04-1977,0,Douglas C-47B (DC-3),Wunnummin La...,Superior Airways
Spain,11-04-1977,0,Canadair CL-215,near Valencia,Spanish AF
Colombia,13-04-1977,2,Howard 350,"Tenerife, Ma...",Equipment Specialists
Taiwan,16-04-1977,0,Douglas C-47A (DC-3),Tainan Airpo...,FEAT
Japan,18-04-1977,0,DC-8-53,Tokyo-Haneda...,Philippine Air Lines
USA,18-04-1977,5,Beech 200 Super King Air,"near Ruddock, LA",Tidewater Marine Services
Estonia,19-04-1977,21,Antonov An-24,Moe,Soviet AF
Venezuela,20-04-1977,0,Douglas C-47A (DC-3),near Sabana Larga,La Urraca
Romania,21-04-1977,0,Ilyushin Il-18V,Bucharest-Ot...,Tarom
Brazil,23-04-1977,,Embraer C-95 Bandeirante (EMB-110),Natal Airpor...,Brazilian AF
Poland,24-04-1977,0,Tupolev Tu-134,KrakC3w Inter...,LOT
Ethiopia,25-04-1977,3,Douglas DC-3,,Ethiopian Airlines
Nigeria,25-04-1977,0,Fokker F-27 Friendship 200,Sokoto Airpo...,Nigeria Airways
Guatemala,27-04-1977,0,Convair CV-440,near Guatemala City,Aviateca
USA,27-04-1977,0,Rockwell Sabreliner 75A,Wheeling-Pal...,Rockwell
USA,28-04-1977,4,Hawker Siddeley HS-125-600A,"near McLean, VA",Southern Company Services
Saudi Arabia,28-04-1977,2,Learjet 35,Riyadh Inter...,Arab Wings
USA,28-04-1977,0,Boeing KC-135A Stratotanker,Marysville-B...,USAF
Brazil,29-04-1977,0,NAMC YS-11A-202,Navegantes A...,Cruzeiro do Sul
Italy,02-05-1977,0,Boeing 727-256,Roma-Fiumici...,Iberia
USA,06-05-1977,0,Curtiss C-46F,near Fort Lauderd...,Inter Air
Russia,07-05-1977,,Antonov An-2,near Tavda,Aeroflot / Tyumen
Russia,07-05-1977,,Antonov An-2TP,near Tavda,Aeroflot / Uralsk
Russia,07-05-1977,4,Antonov An-2T,near Ayanka Airstrip,Aeroflot / Far East
Japan,08-05-1977,0,Boeing 747,Tokyo,Northwest Orient Airlines
New Zealand,09-05-1977,0,de Havilland DH-114 Heron 1B,Ardmore Airp...,Air North
Suriname,11-05-1977,0,Dornier Do 28D-1 Skyservant,Drietabbetje,Gum Air
Canada,12-05-1977,1,Douglas DC-3 (R4D-1),Pickle Lake ...,Patricia Air Services
Brazil,12-05-1977,1,BN-2A-21 Islander,"near Curitiba, PR",Geofoto
Lebanon,13-05-1977,9,Antonov An-12BP,Aramoun,LOT
Zambia,14-05-1977,6,Boeing 707-321C,near Lusaka Airpo...,"Dan-Air Services, op.for IAS Cargo"
Mexico,14-05-1977,,Douglas C-47 (DC-3),,Mexican AF
USA,20-05-1977,0,Lockheed 18 Lodestar,"Lone Pine, CA",Trans Alaska Produce Corp.
P.N. Guinea,21-05-1977,,GAF Nomad N.22B,Wewak-Boram ...,Douglas Airways
Argentina,23-05-1977,0,Douglas C-47A (DC-3),"MorC3n, BA",LADE
India,25-05-1977,,Douglas C-47 (DC-3),,Indian AF
USA,26-05-1977,0,Learjet 25B,Detroit City...,Ponderosa/Chrysler Corp.
Sweden,26-05-1977,0,Antonov An-24B,Stockholm-Ar...,Aeroflot / Latvia
Greece,26-05-1977,3,Canadair CL-215,Korinth,Hellenic AF
Cuba,27-05-1977,67,Ilyushin Il-62M,near Havana-JosC) ...,Aeroflot / International
Italy,28-05-1977,0,Yakovlev Yak-40EC,Genoa (GOA),Avioligure
Mozambique,30-05-1977,1,Douglas C-47A (DC-3),near Mapai,Rhodesian AF
USA,03-06-1977,0,Boeing 727-224 Adv.,Tucson Inter...,Continental Air Lines
Brazil,03-06-1977,18,Embraer C-95 Bandeirante (EMB-110),"Natal, RN",Brazilian AF
Kuwait,05-06-1977,0,Boeing 707,Kuwait,MEA
Sudan,06-06-1977,0,Fokker F-27 Friendship 400M,El Fasher Ai...,Sudan Airways
Russia,08-06-1977,0,Antonov An-22,Seshcha-Br'a...,Soviet AF
Niger,10-06-1977,0,Douglas C-47 (DC-3),near Founkoueye,Air Niger
Uzbekistan,10-06-1977,0,Antonov An-2R,near Bukhara,Aeroflot / Uzbekistan
USA,12-06-1977,,Douglas DC-3A-408,"Vero Beach, FL",private
Ethiopia,12-06-1977,0,Douglas C-47A (DC-3),Kabri Dar Ai...,Ethiopian Airlines
Argentina,13-06-1977,,Douglas C-47A (DC-3),Mendoza-El P...,Argentine AF
USA,13-06-1977,0,Douglas DC-3C,"near Newton, GA",Hall Mining Company
Venezuela,16-06-1977,0,BN-2A-20 Islander,Distribuidor...,Unknown
Colombia,17-06-1977,0,Douglas C-47 (DC-3),near Condoto Airp...,TANA
Croatia,18-06-1977,0,Fairchild FH-227B,Zagreb Airpo...,Pan Adria Airlines
Serbia,18-06-1977,0,Antonov An-24,Belgrade,Balkan Bulgarian
Uruguay,20-06-1977,5,Embraer EMB-110C Bandeirante,near Salto Airpor...,TAMU
Colombia,21-06-1977,0,Curtiss C-46D,BogotC!-Eldor...,Aeronorte
U.S. M.O. Islands,21-06-1977,16,Lockheed EC-130Q Hercules,near Wake Island ...,US Navy
Chile,21-06-1977,0,Boeing 727,Mendoza,LAN Chile
Thailand,21-06-1977,5,Douglas C-47 (DC-3),Bangkok Inte...,Thai AF
Thailand,21-06-1977,0,Fairchild C-123K Provider,Bangkok Inte...,Thai AF
Romania,27-06-1977,5,BN-2A-27 Islander,Nucet,Aviatia Utilitara
Thailand,27-06-1977,0,Douglas C-47D,within Lam Luk Ka D...,Thai AF
Germany,28-06-1977,0,Boeing 727,Munich,Lufthansa
Qatar,29-06-1977,0,Vickers VC10-1101,Doha Airport...,Gulf Air
Atlantic Ocean,30-06-1977,4,Lockheed L-188CF Electra,near Bocas del To...,Cooperativa Nacional de Montecillos
USA,01-07-1977,0,Ford 4-AT-B Tri-Motor,Put-in-Bay A...,Island Airlines
Peru,05-07-1977,0,Boeing 727-78,Lima Airport...,LADECO
USA,06-07-1977,3,Lockheed L-188AF Electra,Saint Louis-...,Fleming Int. Airways
Czech Rep.,07-07-1977,4,Let L-410UVP,near Nedakonice,Let
Georgia,08-07-1977,6,Antonov An-24RV,near Sukhumi Airp...,"Aeroflot, Kirovograd Flight School"
Syria,08-07-1977,0,Boeing 707,Damascus,Kuwait Airways
Spain,08-07-1977,6,Lockheed P-3A Orion,La Parra de ...,Spanish AF
Finland,10-07-1977,0,Tupolev Tu-134,Helsinki,Aeroflot / Northern
Angola,14-07-1977,30,Antonov An-26,near Cuangar,Angolan AF
Russia,14-07-1977,0,Antonov An-2R,near Khabarovsk,Aeroflot / Far East
India,16-07-1977,0,Fokker F-27 Friendship 100,Jammu-Satwar...,Indian Airlines
Philippines,17-07-1977,0,NAMC YS-11A-301,near Mactan Island,Philippine Air Lines
USA,18-07-1977,2,Douglas DC-3A,"near Sheridan, WY",Unknown
Colombia,19-07-1977,0,Douglas C-47A (DC-3),near MitC: Airport...,L.A. Orientales
Kyrgyzstan,19-07-1977,0,Antonov An-2R,Alamedin,Aeroflot / Kyrgyzstan
Ethiopia,20-07-1977,5,Douglas DC-3 (R4D-1),Tubo Milkie,Ethiopian Airlines
Russia,20-07-1977,39,Avia 14,near Vitim Airport,Aeroflot / East Siberia
Canada,20-07-1977,2,Rausch Super 18 Hudstar,Oshawa Munic...,Northern Flying Service
Uzbekistan,21-07-1977,0,Antonov An-2R,near Kungrad,Aeroflot / Uzbekistan
USA,21-07-1977,1,BN-2A-6 Islander,Ruby Airport...,Harolds Air Service
Chile,24-07-1977,38,Douglas DC-6B,near Puerto Montt...,Chilean AF
Cote d'Ivoire,25-07-1977,3,MBB HFB-320 Hansa Jet,near Abidjan-Feli...,Motor Parts Manuf.
Honduras,25-07-1977,25,Douglas C-47 (DC-3),near Yoro Airport...,Honduras AF
Bulgaria,27-07-1977,6,Beech 200 Super King Air,Bourgas Airp...,Alpha-Flug
Thailand,29-07-1977,6,Fairchild C-123K Provider,Ban Maetab M...,Thai AF
Unknown country,??-JUL-1977,,BN-2A-7 Islander,,Peace Air
Russia,02-08-1977,0,Antonov An-2TP,near Barysh Airstrip,Aeroflot / Privolzhsk
USA,04-08-1977,1,DHC-3 Otter,"near Bettles, AK",Woods Air Service
Hungary,06-08-1977,1,Let L-410AF,Lake Balaton,Air Service Hungary
USA,06-08-1977,0,Lockheed P-3A Orion,Jacksonville...,US Navy
Argentina,07-08-1977,6,DHC-6 Twin Otter 200,"near El Bolson, RN",LADE
Yemen,09-08-1977,0,Boeing 707-430,Sana'a Inter...,Pearl Air
Italy,12-08-1977,0,Airbus A300,Brindisi-Pap...,Air France
Ethiopia,12-08-1977,0,Douglas DC-3A,Jigiga Airpo...,RRC Air Services
USA,13-08-1977,0,Howard 500,Pawhuska Mun...,Intercontinental Oil Co.
Russia,18-08-1977,0,Antonov An-26,Ust-Kuiga,Aeroflot / Yakutsk
Costa Rica,20-08-1977,3,Convair CV-880,near San JosC)-Jua...,Monarch Aviation
USA,20-08-1977,0,Boeing 707,Salt Lake Ci...,Western Air Lines
Unknown country,23-08-1977,,BN-2A-9 Islander,,Air Inter Gabon
Guadeloupe,24-08-1977,0,Curtiss C-46D,near Goyave,"Caribbean Air Services, op.for Quarterwinds Aviation"
USA,25-08-1977,2,Shorts SC.7 Skyvan 3-200,near Kona-Keahole...,"Air Cargo Hawaii, op.for Island Airways"
Russia,29-08-1977,0,Antonov An-2T,"near Omolon, Bili...",Aeroflot / Magadan
Russia,30-08-1977,,Antonov An-8,near Bratsk,MSP/Factory
Lithuania,30-08-1977,0,Antonov An-2R,Jurbarkas,Aeroflot / Lithuania
Russia,31-08-1977,0,Antonov An-2R,near Otrado-Olginski,Aeroflot / North Kavkaz
Hong Kong,02-09-1977,4,Canadair CL-44D4-2,near Waglan Island,Transmeridian Air Cargo
Chile,03-09-1977,6,Grumman SHU-16B Albatross,near Cerro Moreno,Chilean AF
Ecuador,04-09-1977,33,Vickers 764D Viscount,near Cuenca,SAN
Indonesia,05-09-1977,0,DC-9-32,Surabaja,Garuda
USA,06-09-1977,13,DHC-6 Twin Otter 200,"Mt Iliamna, AK",Alaska Aeronautical Ind.
USA,08-09-1977,5,Learjet 25B,"near Sanford, NC",Champion Home Builders
Myanmar,08-09-1977,25,DHC-6 Twin Otter 300,Mt. Loi Hsam...,Burma Airways
Mexico,08-09-1977,0,Douglas C-47 (DC-3),"near San Pedro, C...",private
USA,12-09-1977,4,Douglas DC-7BF,near Yakutat Airp...,Safe Air Cargo
USA,14-09-1977,20,Boeing EC-135K,near Albuquerque-...,USAF
Greenland,21-09-1977,0,Douglas C-47 (DC-3),Narsarsuaq,NJ Airlines
Romania,21-09-1977,29,Tupolev Tu-134,near Urziceni,Malev
Jordan,23-09-1977,4,Learjet 36A,Amman-Marka ...,Arab Wings
Indonesia,24-09-1977,4,BN-2A-21 Islander,near Lhokseumawe,Sabang Merauke Raya Air Charter
Indonesia,26-09-1977,0,Dornier Do 28D-1S Skyservant,near Bawean Islan...,State Aerial Survey Corporation
Malaysia,27-09-1977,34,DC-8-62H,near Kuala Lumpur...,JAL
USA,27-09-1977,1,Beech 100 King Air,"Auburn, AL",Delwood Furniture
Uzbekistan,27-09-1977,0,Antonov An-2R,Samarkand Re...,Aeroflot / Uzbekistan
Algeria,28-09-1977,0,DC-8-62,Algiers-Dar ...,JAL
Canada,29-09-1977,0,Curtiss C-46 Super C,"near Thompson, MB",North Coast Air Services
France,30-09-1977,1,Sud-Aviation SE-210 Caravelle,Paris-Orly A...,Air Inter
Ireland,30-09-1977,0,Bristol 175 Britannia 253,Shannon Airp...,Interconair
Guatemala,30-09-1977,1,Douglas C-47A (DC-3),Flores-Santa...,Aviateca
Colombia,02-10-1977,0,Douglas C-47A (DC-3),near Villavicencio,private
Bolivia,06-10-1977,0,Douglas C-118A (DC-6),La China,Aerovias Las Minas
South Africa,08-10-1977,0,BN-2A Trislander Mk.III-2,Lanseria Air...,Southern Aviation
USA,11-10-1977,,Fairchild C-123K Provider,Springfield-...,USAF
Germany,11-10-1977,0,Yakovlev Yak-40,Frankfurt,CSA
Somalia,13-10-1977,4,Boeing 737-230C,Mogadishu In...,Lufthansa
Djibouti,17-10-1977,2,DHC-6 Twin Otter,Tadjoura Air...,Air Djibouti
Philippines,18-10-1977,2+ 3,Hawker Siddeley HS-748,near Manila Inter...,Mandala Airlines
Poland,18-10-1977,0,Antonov An-24V,Warszawa-Oke...,LOT
Russia,18-10-1977,,Antonov An-2T,,Aeroflot / Yakutsk
USA,19-10-1977,1,Beech 200 Super King Air,near Valparaiso-P...,Unknown
USA,20-10-1977,1,Boeing 737-200,"Kansas City, MO",Frontier Airlines
USA,20-10-1977,6,Convair CV-300,"near Gillsburg, MS",L & J Comp.
Togo,22-10-1977,0,Lockheed L-749A-79-52 Constellation,Lome Airport...,Lanzair
Iran,23-10-1977,3,Douglas C-47 (DC-3),near Manidar,"Geoterrex, op.for Uniran"
Russia,27-10-1977,,Ilyushin Il-14M,near Cape Chelyuskin,Aeroflot / Krasnoyarsk
Costa Rica,28-10-1977,0,U-1A Otter (DHC-3),near Barra del Pa...,Costa Rican Ministry of Security
Singapore,28-10-1977,2,Douglas DC-3,Singapore-Se...,HC"ng KhC4ng ViC*tnam
Mexico,03-11-1977,13,BN-2A-8 Islander,near San CristC3ba...,private
India,05-11-1977,5,Tupolev Tu-124K,near Jorhat-Rowri...,Indian AF
USA,07-11-1977,3,Sabreliner 40,Lake Pontcha...,Mechanical Equipment
Guyana,07-11-1977,0,BN-2A-9 Islander,Ogle Airport...,M.C. Correia Holdings
Argentina,08-11-1977,2,Morane Saulnier (FMA) MS.760 Paris ,"near Cosme Sud, CD",Argentine AF
Portugal,19-11-1977,131,Boeing 727-282,Funchal Airp...,TAP
Italy,19-11-1977,5,Boeing 707-360C,near Roma-Fiumici...,Ethiopian Airlines
Canada,20-11-1977,1,Bristol 170 Freighter 31M,Hay River Ai...,Norcanair
Colombia,20-11-1977,,Douglas C-47B (DC-3),BogotC! ?,SATENA
Colombia,20-11-1977,0,Douglas C-47A (DC-3),Llanos del Yari,SATENA
Argentina,21-11-1977,46,BAC One-Eleven 420EL,near San Carlos d...,Austral Lineas AC)reas
USA,21-11-1977,2,BN-2A-8 Islander,within Alaska,Munz Northern Airlines
Brazil,22-11-1977,,Learjet 25B,Rio de Janei...,TAM
Germany,22-11-1977,0,Tupolev Tu-134A,Berlin-SchC6n...,Interflug
Romania,23-11-1977,0,Ilyushin Il-18V,Bucharest-Ot...,Malev
France,25-11-1977,32,Nord 2501 Noratlas,near BC)ziers,French AF
Mozambique,26-11-1977,0,Douglas C-54B (DC-4),within Tete province,African Lux
Unknown country,26-11-1977,,BN-2A Islander,,Bureau de Prospection ForestiC(re
Russia,28-11-1977,0,Antonov An-2R,"Chuya, Irkut...",Aeroflot / East Siberia
Canada,01-12-1977,0,DHC-6 Twin Otter 100,Saturna Isla...,Airwest Airlines
Libya,02-12-1977,59,Tupolev Tu-154A,near Benghazi,"Balkan Bulgarian, op.for Libyan Arab Airlines"
Malaysia,04-12-1977,100,Boeing 737-2H6,near Tanjong Kupang,MAS
Russia,09-12-1977,17,Antonov An-24RV,near Tarko-Sale,Aeroflot / Tyumen
Morocco,09-12-1977,0,SE-210 Caravelle VI-N,Oujda Airpor...,Aerotour
Canada,09-12-1977,8,de Havilland DH-125-400A,near Churchill Fa...,Churchill Falls
Spain,11-12-1977,13,Lockheed P-3B Orion,"El Hierro, C...",US Navy
USA,11-12-1977,0,Douglas DC-8-33F,Lake City Mu...,Charlotte Aircraft Corp.
USA,13-12-1977,29,Douglas C-53 (DC-3),Evansville-D...,Air Indiana
Colombia,14-12-1977,0,Vickers 837 Viscount,Bucaramanga-...,TAC Colombia
USA,14-12-1977,0,Lockheed 18 Lodestar,Fort Lauderd...,private
USA,18-12-1977,3,Douglas DC-8-54F,"near Kaysville, UT",United Airlines
Portugal,18-12-1977,36,SE-210 Caravelle 10R,near Funchal Airp...,SATA
Russia,19-12-1977,0,Antonov An-2TP,near Podkopayevo,"Aeroflot, Moscow SPiMVL"
Puerto Rico,19-12-1977,5,BN-2A-6 Islander,near Vieques,Vieques Air Link
Russia,20-12-1977,0,Antonov An-2P,near Ukhta,Aeroflot / Komi
Canada,21-12-1977,8,DHC-6 Twin Otter 300,near Nanisivik Ai...,Kenn Borek Air
Russia,23-12-1977,0,Antonov An-2R,near Ekimchan,Aeroflot / Far East
USA,25-12-1977,0,DC-9,"Atlanta, GA",Eastern Air Lines
Ecuador,29-12-1977,24,Vickers 764D Viscount,near Cuenca,SAN
Canada,30-12-1977,0,DHC-6 Twin Otter 300,Kenora Airpo...,NorOntair
USA,31-12-1977,0,Shorts SC.7 Skyvan 3-200,"Toksook Bay, AK",Gifford Aviation
Unknown country,??-???-1977,,CASA C-212 Aviocar 100,,Jordanian AF
USA,??-???-1977,0,Douglas DC-7CF,within South Carolina,Consolidated Air
Unknown country,??-???-1977,,Antonov An-2R,,ZUA
Poland,??-???-1977,,Antonov An-2R,,WSK Okecie
Ukraine,??-???-1977,0,Tupolev Tu-124Sh,Lugansk Airp...,Soviet AF
India,01-01-1978,213,Boeing 747-237B,near Bombay-Santa...,Air-India
Puerto Rico,02-01-1978,0,Douglas DC-3-201D,near RC-o Grande M...,Aero Virgin Islands
USA,04-01-1978,0,Howard 500,Key Largo-Po...,Lonnie Russell Leasing & Rental Inc.
D.R. Congo,06-01-1978,3,Fokker F-27 Friendship 600,near Kisangani Ai...,Air Zaire
Colombia,09-01-1978,0,BN-2A Trislander Mk.III-1,CiC)naga Gran...,TAVINA
Cuba,18-01-1978,0,Sud-Aviation SE-210 Caravelle,Havana-JosC) ...,SAETA
USA,18-01-1978,3,DHC-6 Twin Otter 300,Pueblo Memor...,Frontier Airlines
Pakistan,20-01-1978,0,Fokker F-27 Friendship,Karachi,PIA
USA,20-01-1978,1,BN-2A Islander,"near Toksook Bay, AK",Bush Air
Japan,20-01-1978,,Shin Meiwa PS-1,,Japanese Navy
Bolivia,24-01-1978,0+ 1,Convair CV-440-86,San Ramon Ai...,TAM
Argentina,27-01-1978,0,BAC One-Eleven 420EL,Buenos Aires...,Austral Lineas AC)reas
Colombia,28-01-1978,12,Douglas DC-3D,near San Vicente ...,SADELCA Colombia
Chad,28-01-1978,,Douglas C-47 (DC-3),Tibesti,Air Chad
USA,28-01-1978,0,NAMC YS-11,"Kinston, New...",Piedmont Airlines
Chad,30-01-1978,0,Douglas DC-4-1009,near Faya-Largeau,Chad AF
Brazil,31-01-1978,2,Embraer EMB-110P Bandeirante,Eirunepe Air...,TABA
Russia,01-02-1978,,Antonov An-2TP,near Krasnoye,Aeroflot / Central Region
Germany,06-02-1978,0,Tupolev Tu-134,Frankfurt,CSA
Algeria,08-02-1978,0,Douglas C-49J (DC-3),Tamanrasset-...,Aero Services Corp.
USA,10-02-1978,17,Beech 99,near Richland Air...,Columbia Pacific Airlines
Uruguay,10-02-1978,44,Douglas C-47A (DC-3),near Artigas Airp...,TAMU
Canada,11-02-1978,42,Boeing 737-275,Cranbrook Ai...,Pacific Western
Spain,15-02-1978,0,Boeing 707-329,Tenerife-Nor...,"Sobelair, lsf Sabena"
France,16-02-1978,,Beech 99,Clermont-Fer...,Air Alpes
Honduras,17-02-1978,0,Douglas DC-6B,Laguna de Brus,Skyways Int.
Russia,18-02-1978,0,Tupolev Tu-154A,Novosibirsk-...,Aeroflot / West Siberia
Peru,19-02-1978,7,Lockheed L-100-20 Hercules,Tarapoto Air...,SATCO
Cyprus,19-02-1978,3,Lockheed C-130H Hercules,Larnaca Airp...,Egyptian AF
Colombia,21-02-1978,5,Douglas C-47 (DC-3),Serrania Los...,Colombian AF
Italy,22-02-1978,3,Learjet 35A,near Palermo-Punt...,Maniglia Construzioni
USA,23-02-1978,0,Lockheed P-3A Orion,Jacksonville...,US Navy
Puerto Rico,24-02-1978,0,Douglas DC-6BF,San Juan-Isl...,West Indies Air Transport
Iran,25-02-1978,0,Fairchild FH-227D,Abadan Airpo...,Air Service Company
P.N. Guinea,28-02-1978,1,DHC-6 Twin Otter 100,Garaina,Talair
USA,01-03-1978,2,DC-10-10,Los Angeles ...,Continental Air Lines
Nigeria,01-03-1978,16,Fokker F-28 Fellowship 1000,near Kano Interna...,Nigeria Airways
Pakistan,02-03-1978,0,Boeing 747-282B,Islamabad,PIA
Poland,02-03-1978,,Antonov An-2PF,Rebiechowo,Aeropol
Spain,03-03-1978,0,DC-8-63,Santiago De ...,Iberia
Saudi Arabia,03-03-1978,0,Fairchild F-27F,Jeddah,Saudi Arabian
Venezuela,03-03-1978,47,Hawker Siddeley HS-748,near Punta Mulatos,LAV
Russia,04-03-1978,7,Ilyushin Il-14,near Petrozavodsk...,Soviet AF
Hong Kong,09-03-1978,1,Boeing 737-281,Hong Kong,China Airlines
USA,13-03-1978,0,Boeing 727,"Memphis, Denver",United Airlines
Iceland,15-03-1978,0,Lockheed EC-121T Super Constellatio,ReykjavC-k-Na...,USAF
Thailand,15-03-1978,0,Douglas C-47A (DC-3),Don Nok AFB,Thai AF
Bulgaria,16-03-1978,73,Tupolev Tu-134,near Gabare,Balkan Bulgarian
